Date,heart
2018-09-20 01:40:46,61
2018-09-20 01:40:51,60
2018-09-20 01:41:01,61
2018-09-20 01:41:11,62
2018-09-20 01:41:21,61
2018-09-20 01:41:36,61
2018-09-20 01:41:41,60
2018-09-20 01:41:51,61
2018-09-20 01:42:06,61
2018-09-20 01:42:21,61
2018-09-20 01:42:36,60
2018-09-20 01:42:41,58
2018-09-20 01:42:46,59
2018-09-20 01:42:51,60
2018-09-20 01:42:56,61
2018-09-20 01:43:06,62
2018-09-20 01:43:11,63
2018-09-20 01:43:16,61
2018-09-20 01:43:23,61
2018-09-20 01:43:28,60
2018-09-20 01:43:43,62
2018-09-20 01:43:48,61
2018-09-20 01:43:53,60
2018-09-20 01:44:03,58
2018-09-20 01:44:13,59
2018-09-20 01:44:18,60
2018-09-20 01:44:28,61
2018-09-20 01:44:33,60
2018-09-20 01:44:38,61
2018-09-20 01:44:43,60
2018-09-20 01:44:48,61
2018-09-20 01:44:53,62
2018-09-20 01:45:08,61
2018-09-20 01:45:13,62
2018-09-20 01:45:18,61
2018-09-20 01:45:33,61
2018-09-20 01:45:43,60
2018-09-20 01:45:53,61
2018-09-20 01:46:08,61
2018-09-20 01:46:23,60
2018-09-20 01:46:28,61
2018-09-20 01:46:38,62
2018-09-20 01:46:43,61
2018-09-20 01:46:48,62
2018-09-20 01:46:58,61
2018-09-20 01:47:05,61
2018-09-20 01:47:20,59
2018-09-20 01:47:25,60
2018-09-20 01:47:30,61
2018-09-20 01:47:35,60
2018-09-20 01:47:40,61
2018-09-20 01:47:45,62
2018-09-20 01:47:55,61
2018-09-20 01:48:10,61
2018-09-20 01:48:20,62
2018-09-20 01:48:25,61
2018-09-20 01:48:40,60
2018-09-20 01:48:45,61
2018-09-20 01:48:50,60
2018-09-20 01:49:00,61
2018-09-20 01:49:05,62
2018-09-20 01:49:15,61
2018-09-20 01:49:20,60
2018-09-20 01:49:30,61
2018-09-20 01:49:40,62
2018-09-20 01:49:45,61
2018-09-20 01:49:50,62
2018-09-20 01:49:55,61
2018-09-20 01:50:05,60
2018-09-20 01:50:10,59
2018-09-20 01:50:15,60
2018-09-20 01:50:20,61
2018-09-20 01:50:27,62
2018-09-20 01:50:32,63
2018-09-20 01:50:42,61
2018-09-20 01:50:57,62
2018-09-20 01:51:07,63
2018-09-20 01:51:12,61
2018-09-20 01:51:17,60
2018-09-20 01:51:27,61
2018-09-20 01:51:42,61
2018-09-20 01:51:57,60
2018-09-20 01:52:02,61
2018-09-20 01:52:07,62
2018-09-20 01:52:12,61
2018-09-20 01:52:27,61
2018-09-20 01:52:42,59
2018-09-20 01:52:47,61
2018-09-20 01:52:52,62
2018-09-20 01:53:02,61
2018-09-20 01:53:07,62
2018-09-20 01:53:22,61
2018-09-20 01:53:32,63
2018-09-20 01:53:37,62
2018-09-20 01:53:42,60
2018-09-20 01:53:57,61
2018-09-20 01:54:07,62
2018-09-20 01:54:12,61
2018-09-20 01:54:27,60
2018-09-20 01:54:29,60
2018-09-20 01:54:34,61
2018-09-20 01:54:39,62
2018-09-20 01:54:54,60
2018-09-20 01:55:09,60
2018-09-20 01:55:14,59
2018-09-20 01:55:19,61
2018-09-20 01:55:29,62
2018-09-20 01:55:39,61
2018-09-20 01:55:44,62
2018-09-20 01:55:49,61
2018-09-20 01:55:54,60
2018-09-20 01:55:59,61
2018-09-20 01:56:14,60
2018-09-20 01:56:19,59
2018-09-20 01:56:24,60
2018-09-20 01:56:29,62
2018-09-20 01:56:34,63
2018-09-20 01:56:39,61
2018-09-20 01:56:54,61
2018-09-20 01:57:09,62
2018-09-20 01:57:19,63
2018-09-20 01:57:24,62
2018-09-20 01:57:29,61
2018-09-20 01:57:34,60
2018-09-20 01:57:44,59
2018-09-20 01:57:54,62
2018-09-20 01:58:01,62
2018-09-20 01:58:11,63
2018-09-20 01:58:16,63
2018-09-20 01:58:31,69
2018-09-20 01:58:36,77
2018-09-20 01:58:41,71
2018-09-20 01:58:46,72
2018-09-20 01:58:51,70
2018-09-20 01:58:56,61
2018-09-20 01:59:01,60
2018-09-20 01:59:06,63
2018-09-20 01:59:11,67
2018-09-20 01:59:16,68
2018-09-20 01:59:21,68
2018-09-20 01:59:26,64
2018-09-20 01:59:31,60
2018-09-20 01:59:36,59
2018-09-20 01:59:46,58
2018-09-20 01:59:56,57
2018-09-20 02:00:01,56
2018-09-20 02:00:06,55
2018-09-20 02:00:11,57
2018-09-20 02:00:16,58
2018-09-20 02:00:21,56
2018-09-20 02:00:26,55
2018-09-20 02:00:33,55
2018-09-20 02:00:38,56
2018-09-20 02:00:43,57
2018-09-20 02:00:53,58
2018-09-20 02:00:58,59
2018-09-20 02:01:03,57
2018-09-20 02:01:13,56
2018-09-20 02:01:18,57
2018-09-20 02:01:28,58
2018-09-20 02:01:33,57
2018-09-20 02:01:38,58
2018-09-20 02:01:43,59
2018-09-20 02:01:48,58
2018-09-20 02:01:58,59
2018-09-20 02:02:03,58
2018-09-20 02:02:08,56
2018-09-20 02:02:18,55
2018-09-20 02:02:23,57
2018-09-20 02:02:28,58
2018-09-20 02:02:33,59
2018-09-20 02:02:38,58
2018-09-20 02:02:43,59
2018-09-20 02:02:58,57
2018-09-20 02:03:03,56
2018-09-20 02:03:13,55
2018-09-20 02:03:23,56
2018-09-20 02:03:38,57
2018-09-20 02:03:39,57
2018-09-20 02:03:49,56
2018-09-20 02:03:54,55
2018-09-20 02:04:09,55
2018-09-20 02:04:14,58
2018-09-20 02:04:19,57
2018-09-20 02:04:24,57
2018-09-20 02:04:29,56
2018-09-20 02:04:34,57
2018-09-20 02:04:39,58
2018-09-20 02:04:44,58
2018-09-20 02:04:49,57
2018-09-20 02:04:54,55
2018-09-20 02:05:04,56
2018-09-20 02:05:14,58
2018-09-20 02:05:19,57
2018-09-20 02:05:24,61
2018-09-20 02:05:29,60
2018-09-20 02:05:34,58
2018-09-20 02:05:49,56
2018-09-20 02:06:04,56
2018-09-20 02:06:09,58
2018-09-20 02:06:14,57
2018-09-20 02:06:19,58
2018-09-20 02:06:29,56
2018-09-20 02:06:44,57
2018-09-20 02:06:54,58
2018-09-20 02:07:01,60
2018-09-20 02:07:06,57
2018-09-20 02:07:11,56
2018-09-20 02:07:16,55
2018-09-20 02:07:21,56
2018-09-20 02:07:31,57
2018-09-20 02:07:41,56
2018-09-20 02:07:56,56
2018-09-20 02:08:11,56
2018-09-20 02:08:21,58
2018-09-20 02:08:26,57
2018-09-20 02:08:31,58
2018-09-20 02:08:41,59
2018-09-20 02:08:46,58
2018-09-20 02:08:51,59
2018-09-20 02:09:01,60
2018-09-20 02:09:06,61
2018-09-20 02:09:11,61
2018-09-20 02:09:16,61
2018-09-20 02:09:21,61
2018-09-20 02:09:26,61
2018-09-20 02:09:31,60
2018-09-20 02:09:36,59
2018-09-20 02:09:46,58
2018-09-20 02:09:51,60
2018-09-20 02:10:01,59
2018-09-20 02:10:16,59
2018-09-20 02:10:18,59
2018-09-20 02:10:23,60
2018-09-20 02:10:28,58
2018-09-20 02:10:33,60
2018-09-20 02:10:38,59
2018-09-20 02:10:43,60
2018-09-20 02:10:53,61
2018-09-20 02:11:03,60
2018-09-20 02:11:18,60
2018-09-20 02:11:33,60
2018-09-20 02:11:48,60
2018-09-20 02:11:58,60
2018-09-20 02:12:03,60
2018-09-20 02:12:13,59
2018-09-20 02:12:18,59
2018-09-20 02:12:23,60
2018-09-20 02:12:33,61
2018-09-20 02:12:38,60
2018-09-20 02:12:43,60
2018-09-20 02:12:48,63
2018-09-20 02:12:53,62
2018-09-20 02:12:58,63
2018-09-20 02:13:03,62
2018-09-20 02:13:13,61
2018-09-20 02:13:18,59
2018-09-20 02:13:28,60
2018-09-20 02:13:33,61
2018-09-20 02:13:40,63
2018-09-20 02:13:50,62
2018-09-20 02:13:55,63
2018-09-20 02:14:00,64
2018-09-20 02:14:10,62
2018-09-20 02:14:20,63
2018-09-20 02:14:25,62
2018-09-20 02:14:30,63
2018-09-20 02:14:40,64
2018-09-20 02:14:50,61
2018-09-20 02:14:55,60
2018-09-20 02:15:00,60
2018-09-20 02:15:05,60
2018-09-20 02:15:20,60
2018-09-20 02:15:30,60
2018-09-20 02:15:35,61
2018-09-20 02:15:40,62
2018-09-20 02:15:45,61
2018-09-20 02:15:50,61
2018-09-20 02:16:00,62
2018-09-20 02:16:10,63
2018-09-20 02:16:15,62
2018-09-20 02:16:20,61
2018-09-20 02:16:25,61
2018-09-20 02:16:30,61
2018-09-20 02:16:35,59
2018-09-20 02:16:40,60
2018-09-20 02:16:46,60
2018-09-20 02:16:51,59
2018-09-20 02:16:56,58
2018-09-20 02:17:06,59
2018-09-20 02:17:21,60
2018-09-20 02:17:36,61
2018-09-20 02:17:46,61
2018-09-20 02:17:51,60
2018-09-20 02:18:01,60
2018-09-20 02:18:06,61
2018-09-20 02:18:11,62
2018-09-20 02:18:16,62
2018-09-20 02:18:26,62
2018-09-20 02:18:31,62
2018-09-20 02:18:36,60
2018-09-20 02:18:41,61
2018-09-20 02:18:46,61
2018-09-20 02:19:01,60
2018-09-20 02:19:06,59
2018-09-20 02:19:11,60
2018-09-20 02:19:26,61
2018-09-20 02:19:41,63
2018-09-20 02:19:46,65
2018-09-20 02:19:51,66
2018-09-20 02:19:56,64
2018-09-20 02:20:01,65
2018-09-20 02:20:06,66
2018-09-20 02:20:13,66
2018-09-20 02:20:18,64
2018-09-20 02:20:33,63
2018-09-20 02:20:38,64
2018-09-20 02:20:48,63
2018-09-20 02:20:58,61
2018-09-20 02:21:08,63
2018-09-20 02:21:13,64
2018-09-20 02:21:18,65
2018-09-20 02:21:33,65
2018-09-20 02:21:38,66
2018-09-20 02:21:48,65
2018-09-20 02:21:53,67
2018-09-20 02:21:58,65
2018-09-20 02:22:03,66
2018-09-20 02:22:08,67
2018-09-20 02:22:13,68
2018-09-20 02:22:18,67
2018-09-20 02:22:23,68
2018-09-20 02:22:38,68
2018-09-20 02:22:43,66
2018-09-20 02:22:48,64
2018-09-20 02:22:58,65
2018-09-20 02:23:13,67
2018-09-20 02:23:18,65
2018-09-20 02:23:23,63
2018-09-20 02:23:28,62
2018-09-20 02:23:35,61
2018-09-20 02:23:50,61
2018-09-20 02:23:55,60
2018-09-20 02:24:05,59
2018-09-20 02:24:10,60
2018-09-20 02:24:25,60
2018-09-20 02:24:30,67
2018-09-20 02:24:35,84
2018-09-20 02:24:40,86
2018-09-20 02:24:45,85
2018-09-20 02:24:50,69
2018-09-20 02:24:55,66
2018-09-20 02:25:00,62
2018-09-20 02:25:05,61
2018-09-20 02:25:10,62
2018-09-20 02:25:25,62
2018-09-20 02:25:35,63
2018-09-20 02:25:40,64
2018-09-20 02:25:45,65
2018-09-20 02:25:50,64
2018-09-20 02:26:05,64
2018-09-20 02:26:10,63
2018-09-20 02:26:15,62
2018-09-20 02:26:30,63
2018-09-20 02:26:32,63
2018-09-20 02:26:37,67
2018-09-20 02:26:52,66
2018-09-20 02:26:57,66
2018-09-20 02:27:02,65
2018-09-20 02:27:07,62
2018-09-20 02:27:12,61
2018-09-20 02:27:17,60
2018-09-20 02:27:22,62
2018-09-20 02:27:27,63
2018-09-20 02:27:32,62
2018-09-20 02:27:42,61
2018-09-20 02:27:52,62
2018-09-20 02:27:57,63
2018-09-20 02:28:02,64
2018-09-20 02:28:07,67
2018-09-20 02:28:12,70
2018-09-20 02:28:17,78
2018-09-20 02:28:32,85
2018-09-20 02:28:37,81
2018-09-20 02:28:42,74
2018-09-20 02:28:52,70
2018-09-20 02:28:57,67
2018-09-20 02:29:02,64
2018-09-20 02:29:07,66
2018-09-20 02:29:12,64
2018-09-20 02:29:18,64
2018-09-20 02:29:33,76
2018-09-20 02:29:38,79
2018-09-20 02:29:53,80
2018-09-20 02:29:58,82
2018-09-20 02:30:03,83
2018-09-20 02:30:08,85
2018-09-20 02:30:13,86
2018-09-20 02:30:23,87
2018-09-20 02:30:28,89
2018-09-20 02:30:33,95
2018-09-20 02:30:43,94
2018-09-20 02:30:58,94
2018-09-20 02:31:03,86
2018-09-20 02:31:08,81
2018-09-20 02:31:13,77
2018-09-20 02:31:18,73
2018-09-20 02:31:28,75
2018-09-20 02:31:33,70
2018-09-20 02:31:38,66
2018-09-20 02:31:53,66
2018-09-20 02:31:58,65
2018-09-20 02:32:03,62
2018-09-20 02:32:08,63
2018-09-20 02:32:13,64
2018-09-20 02:32:18,67
2018-09-20 02:32:25,72
2018-09-20 02:32:30,71
2018-09-20 02:32:40,69
2018-09-20 02:32:45,70
2018-09-20 02:32:50,71
2018-09-20 02:32:55,70
2018-09-20 02:33:00,68
2018-09-20 02:33:15,67
2018-09-20 02:33:20,65
2018-09-20 02:33:25,67
2018-09-20 02:33:30,68
2018-09-20 02:33:35,71
2018-09-20 02:33:40,70
2018-09-20 02:33:45,68
2018-09-20 02:33:50,67
2018-09-20 02:33:55,65
2018-09-20 02:34:00,62
2018-09-20 02:34:05,64
2018-09-20 02:34:10,61
2018-09-20 02:34:20,60
2018-09-20 02:34:25,61
2018-09-20 02:34:30,65
2018-09-20 02:34:35,71
2018-09-20 02:34:40,77
2018-09-20 02:34:45,76
2018-09-20 02:34:50,75
2018-09-20 02:34:55,73
2018-09-20 02:35:01,70
2018-09-20 02:35:06,66
2018-09-20 02:35:11,64
2018-09-20 02:35:16,62
2018-09-20 02:35:31,62
2018-09-20 02:35:36,62
2018-09-20 02:35:51,62
2018-09-20 02:36:06,62
2018-09-20 02:36:11,63
2018-09-20 02:36:26,63
2018-09-20 02:36:31,62
2018-09-20 02:36:46,62
2018-09-20 02:36:51,61
2018-09-20 02:36:56,62
2018-09-20 02:37:01,61
2018-09-20 02:37:06,60
2018-09-20 02:37:21,60
2018-09-20 02:37:36,60
2018-09-20 02:37:51,61
2018-09-20 02:38:06,61
2018-09-20 02:38:21,61
2018-09-20 02:38:26,60
2018-09-20 02:38:36,62
2018-09-20 02:38:41,61
2018-09-20 02:38:46,60
2018-09-20 02:38:51,59
2018-09-20 02:38:56,62
2018-09-20 02:39:03,63
2018-09-20 02:39:08,62
2018-09-20 02:39:13,63
2018-09-20 02:39:18,62
2018-09-20 02:39:23,64
2018-09-20 02:39:28,66
2018-09-20 02:39:33,62
2018-09-20 02:39:38,60
2018-09-20 02:39:43,60
2018-09-20 02:39:48,59
2018-09-20 02:39:53,59
2018-09-20 02:39:58,58
2018-09-20 02:40:03,57
2018-09-20 02:40:08,59
2018-09-20 02:40:13,62
2018-09-20 02:40:18,64
2018-09-20 02:40:23,63
2018-09-20 02:40:28,65
2018-09-20 02:40:33,62
2018-09-20 02:40:38,60
2018-09-20 02:40:43,61
2018-09-20 02:40:53,60
2018-09-20 02:40:58,59
2018-09-20 02:41:03,60
2018-09-20 02:41:08,59
2018-09-20 02:41:13,59
2018-09-20 02:41:18,61
2018-09-20 02:41:25,62
2018-09-20 02:41:30,60
2018-09-20 02:41:35,57
2018-09-20 02:41:45,61
2018-09-20 02:41:50,64
2018-09-20 02:41:55,66
2018-09-20 02:42:00,69
2018-09-20 02:42:05,64
2018-09-20 02:42:10,63
2018-09-20 02:42:15,64
2018-09-20 02:42:25,60
2018-09-20 02:42:30,59
2018-09-20 02:42:40,61
2018-09-20 02:42:45,59
2018-09-20 02:42:50,60
2018-09-20 02:42:55,61
2018-09-20 02:43:05,59
2018-09-20 02:43:10,58
2018-09-20 02:43:15,57
2018-09-20 02:43:25,58
2018-09-20 02:43:30,61
2018-09-20 02:43:35,61
2018-09-20 02:43:45,61
2018-09-20 02:43:55,63
2018-09-20 02:44:00,59
2018-09-20 02:44:05,60
2018-09-20 02:44:10,60
2018-09-20 02:44:16,57
2018-09-20 02:44:21,57
2018-09-20 02:44:31,58
2018-09-20 02:44:36,57
2018-09-20 02:44:46,58
2018-09-20 02:44:51,60
2018-09-20 02:44:56,62
2018-09-20 02:45:01,63
2018-09-20 02:45:06,60
2018-09-20 02:45:11,59
2018-09-20 02:45:16,58
2018-09-20 02:45:21,59
2018-09-20 02:45:26,62
2018-09-20 02:45:31,63
2018-09-20 02:45:36,64
2018-09-20 02:45:41,65
2018-09-20 02:45:46,81
2018-09-20 02:45:51,84
2018-09-20 02:46:06,84
2018-09-20 02:46:21,84
2018-09-20 02:46:36,84
2018-09-20 02:46:46,83
2018-09-20 02:46:56,83
2018-09-20 02:47:11,82
2018-09-20 02:47:16,81
2018-09-20 02:47:23,81
2018-09-20 02:47:28,80
2018-09-20 02:47:33,79
2018-09-20 02:47:43,79
2018-09-20 02:47:48,80
2018-09-20 02:47:53,77
2018-09-20 02:47:58,74
2018-09-20 02:48:13,70
2018-09-20 02:48:18,67
2018-09-20 02:48:23,67
2018-09-20 02:48:33,62
2018-09-20 02:48:38,60
2018-09-20 02:48:43,61
2018-09-20 02:48:48,63
2018-09-20 02:49:03,62
2018-09-20 02:49:13,61
2018-09-20 02:49:18,60
2018-09-20 02:49:28,61
2018-09-20 02:49:33,60
2018-09-20 02:49:38,59
2018-09-20 02:49:43,60
2018-09-20 02:49:48,59
2018-09-20 02:50:03,60
2018-09-20 02:50:13,59
2018-09-20 02:50:18,58
2018-09-20 02:50:23,60
2018-09-20 02:50:33,58
2018-09-20 02:50:40,57
2018-09-20 02:50:45,58
2018-09-20 02:50:50,57
2018-09-20 02:50:55,57
2018-09-20 02:51:10,57
2018-09-20 02:51:20,60
2018-09-20 02:51:25,59
2018-09-20 02:51:30,60
2018-09-20 02:51:35,59
2018-09-20 02:51:40,60
2018-09-20 02:51:55,60
2018-09-20 02:52:00,57
2018-09-20 02:52:05,58
2018-09-20 02:52:10,58
2018-09-20 02:52:20,56
2018-09-20 02:52:25,58
2018-09-20 02:52:35,59
2018-09-20 02:52:40,60
2018-09-20 02:52:45,61
2018-09-20 02:53:00,60
2018-09-20 02:53:05,59
2018-09-20 02:53:20,58
2018-09-20 02:53:25,56
2018-09-20 02:53:35,58
2018-09-20 02:53:40,60
2018-09-20 02:53:45,57
2018-09-20 02:53:50,60
2018-09-20 02:53:56,59
2018-09-20 02:54:06,58
2018-09-20 02:54:11,56
2018-09-20 02:54:16,55
2018-09-20 02:54:31,58
2018-09-20 02:54:36,61
2018-09-20 02:54:41,63
2018-09-20 02:54:51,61
2018-09-20 02:54:56,58
2018-09-20 02:55:01,57
2018-09-20 02:55:06,56
2018-09-20 02:55:16,57
2018-09-20 02:55:31,57
2018-09-20 02:55:41,55
2018-09-20 02:55:51,54
2018-09-20 02:55:56,55
2018-09-20 02:56:01,56
2018-09-20 02:56:06,54
2018-09-20 02:56:11,56
2018-09-20 02:56:16,57
2018-09-20 02:56:21,58
2018-09-20 02:56:26,59
2018-09-20 02:56:31,58
2018-09-20 02:56:36,57
2018-09-20 02:56:41,58
2018-09-20 02:56:46,57
2018-09-20 02:57:01,56
2018-09-20 02:57:03,56
2018-09-20 02:57:08,59
2018-09-20 02:57:13,60
2018-09-20 02:57:18,57
2018-09-20 02:57:23,56
2018-09-20 02:57:28,57
2018-09-20 02:57:33,56
2018-09-20 02:57:38,55
2018-09-20 02:57:43,56
2018-09-20 02:57:53,57
2018-09-20 02:58:08,56
2018-09-20 02:58:13,57
2018-09-20 02:58:23,56
2018-09-20 02:58:33,58
2018-09-20 02:58:38,58
2018-09-20 02:58:53,58
2018-09-20 02:58:58,57
2018-09-20 02:59:03,56
2018-09-20 02:59:08,56
2018-09-20 02:59:23,56
2018-09-20 02:59:38,56
2018-09-20 02:59:43,55
2018-09-20 02:59:48,57
2018-09-20 02:59:53,56
2018-09-20 02:59:58,57
2018-09-20 03:00:03,56
2018-09-20 03:00:08,58
2018-09-20 03:00:15,58
2018-09-20 03:00:20,57
2018-09-20 03:00:25,56
2018-09-20 03:00:30,55
2018-09-20 03:00:35,57
2018-09-20 03:00:45,56
2018-09-20 03:00:50,57
2018-09-20 03:00:55,57
2018-09-20 03:01:00,56
2018-09-20 03:01:05,56
2018-09-20 03:01:10,55
2018-09-20 03:01:20,57
2018-09-20 03:01:25,58
2018-09-20 03:01:30,58
2018-09-20 03:01:35,58
2018-09-20 03:01:40,57
2018-09-20 03:01:45,56
2018-09-20 03:01:50,55
2018-09-20 03:02:00,56
2018-09-20 03:02:05,55
2018-09-20 03:02:20,56
2018-09-20 03:02:25,57
2018-09-20 03:02:30,56
2018-09-20 03:02:35,55
2018-09-20 03:02:45,56
2018-09-20 03:02:50,57
2018-09-20 03:02:55,58
2018-09-20 03:03:01,58
2018-09-20 03:03:06,61
2018-09-20 03:03:11,63
2018-09-20 03:03:16,61
2018-09-20 03:03:21,58
2018-09-20 03:03:26,56
2018-09-20 03:03:31,57
2018-09-20 03:03:36,55
2018-09-20 03:03:41,57
2018-09-20 03:03:56,59
2018-09-20 03:04:01,58
2018-09-20 03:04:06,57
2018-09-20 03:04:11,55
2018-09-20 03:04:26,56
2018-09-20 03:04:36,58
2018-09-20 03:04:41,59
2018-09-20 03:04:46,59
2018-09-20 03:04:56,58
2018-09-20 03:05:01,59
2018-09-20 03:05:06,60
2018-09-20 03:05:11,60
2018-09-20 03:05:16,57
2018-09-20 03:05:31,59
2018-09-20 03:05:46,58
2018-09-20 03:05:51,57
2018-09-20 03:06:06,58
2018-09-20 03:06:11,60
2018-09-20 03:06:18,60
2018-09-20 03:06:28,58
2018-09-20 03:06:33,59
2018-09-20 03:06:38,58
2018-09-20 03:06:43,59
2018-09-20 03:06:48,59
2018-09-20 03:07:03,59
2018-09-20 03:07:13,60
2018-09-20 03:07:28,58
2018-09-20 03:07:43,59
2018-09-20 03:07:58,57
2018-09-20 03:08:03,56
2018-09-20 03:08:13,57
2018-09-20 03:08:18,58
2018-09-20 03:08:23,59
2018-09-20 03:08:28,58
2018-09-20 03:08:43,58
2018-09-20 03:08:48,59
2018-09-20 03:08:58,58
2018-09-20 03:09:08,59
2018-09-20 03:09:13,58
2018-09-20 03:09:18,60
2018-09-20 03:09:33,58
2018-09-20 03:09:38,57
2018-09-20 03:09:48,57
2018-09-20 03:09:58,55
2018-09-20 03:10:03,56
2018-09-20 03:10:10,57
2018-09-20 03:10:15,57
2018-09-20 03:10:30,60
2018-09-20 03:10:35,59
2018-09-20 03:10:40,58
2018-09-20 03:10:50,56
2018-09-20 03:11:05,56
2018-09-20 03:11:15,59
2018-09-20 03:11:20,60
2018-09-20 03:11:25,59
2018-09-20 03:11:35,58
2018-09-20 03:11:40,57
2018-09-20 03:11:55,58
2018-09-20 03:12:00,59
2018-09-20 03:12:10,57
2018-09-20 03:12:15,58
2018-09-20 03:12:20,60
2018-09-20 03:12:25,59
2018-09-20 03:12:30,56
2018-09-20 03:12:45,58
2018-09-20 03:12:50,59
2018-09-20 03:12:55,58
2018-09-20 03:13:10,58
2018-09-20 03:13:15,59
2018-09-20 03:13:30,58
2018-09-20 03:13:35,59
2018-09-20 03:13:45,58
2018-09-20 03:13:52,57
2018-09-20 03:13:57,56
2018-09-20 03:14:02,57
2018-09-20 03:14:17,58
2018-09-20 03:14:32,57
2018-09-20 03:14:37,58
2018-09-20 03:14:47,57
2018-09-20 03:15:02,57
2018-09-20 03:15:07,58
2018-09-20 03:15:12,59
2018-09-20 03:15:22,60
2018-09-20 03:15:32,58
2018-09-20 03:15:37,59
2018-09-20 03:15:42,58
2018-09-20 03:15:52,57
2018-09-20 03:15:57,56
2018-09-20 03:16:07,57
2018-09-20 03:16:12,59
2018-09-20 03:16:17,58
2018-09-20 03:16:22,59
2018-09-20 03:16:27,60
2018-09-20 03:16:32,59
2018-09-20 03:16:37,60
2018-09-20 03:16:42,61
2018-09-20 03:16:52,60
2018-09-20 03:16:57,58
2018-09-20 03:17:07,60
2018-09-20 03:17:14,60
2018-09-20 03:17:29,61
2018-09-20 03:17:39,60
2018-09-20 03:17:44,59
2018-09-20 03:17:54,61
2018-09-20 03:18:09,61
2018-09-20 03:18:14,62
2018-09-20 03:18:19,61
2018-09-20 03:18:24,60
2018-09-20 03:18:29,61
2018-09-20 03:18:34,62
2018-09-20 03:18:39,61
2018-09-20 03:18:49,60
2018-09-20 03:18:54,59
2018-09-20 03:18:59,61
2018-09-20 03:19:04,60
2018-09-20 03:19:09,58
2018-09-20 03:19:14,59
2018-09-20 03:19:24,59
2018-09-20 03:19:34,58
2018-09-20 03:19:49,59
2018-09-20 03:19:54,60
2018-09-20 03:19:59,59
2018-09-20 03:20:04,58
2018-09-20 03:20:14,57
2018-09-20 03:20:19,60
2018-09-20 03:20:29,57
2018-09-20 03:20:36,58
2018-09-20 03:20:51,59
2018-09-20 03:21:01,58
2018-09-20 03:21:06,59
2018-09-20 03:21:11,60
2018-09-20 03:21:16,60
2018-09-20 03:21:21,58
2018-09-20 03:21:31,59
2018-09-20 03:21:36,60
2018-09-20 03:21:51,60
2018-09-20 03:21:56,59
2018-09-20 03:22:01,57
2018-09-20 03:22:11,59
2018-09-20 03:22:16,58
2018-09-20 03:22:21,57
2018-09-20 03:22:26,58
2018-09-20 03:22:31,59
2018-09-20 03:22:41,60
2018-09-20 03:22:46,65
2018-09-20 03:22:51,64
2018-09-20 03:22:56,59
2018-09-20 03:23:01,57
2018-09-20 03:23:16,58
2018-09-20 03:23:21,60
2018-09-20 03:23:36,59
2018-09-20 03:23:46,61
2018-09-20 03:23:56,60
2018-09-20 03:24:03,59
2018-09-20 03:24:18,58
2018-09-20 03:24:23,59
2018-09-20 03:24:38,58
2018-09-20 03:24:43,58
2018-09-20 03:24:48,58
2018-09-20 03:24:58,60
2018-09-20 03:25:13,60
2018-09-20 03:25:18,59
2018-09-20 03:25:23,59
2018-09-20 03:25:38,67
2018-09-20 03:25:43,68
2018-09-20 03:25:48,78
2018-09-20 03:25:53,79
2018-09-20 03:25:58,79
2018-09-20 03:26:03,73
2018-09-20 03:26:08,67
2018-09-20 03:26:13,67
2018-09-20 03:26:18,67
2018-09-20 03:26:23,64
2018-09-20 03:26:28,65
2018-09-20 03:26:43,63
2018-09-20 03:26:48,62
2018-09-20 03:27:03,62
2018-09-20 03:27:13,62
2018-09-20 03:27:19,62
2018-09-20 03:27:29,66
2018-09-20 03:27:34,65
2018-09-20 03:27:39,65
2018-09-20 03:27:49,66
2018-09-20 03:27:54,74
2018-09-20 03:27:59,71
2018-09-20 03:28:04,65
2018-09-20 03:28:09,62
2018-09-20 03:28:14,61
2018-09-20 03:28:19,59
2018-09-20 03:28:29,58
2018-09-20 03:28:34,57
2018-09-20 03:28:39,56
2018-09-20 03:28:54,58
2018-09-20 03:28:59,62
2018-09-20 03:29:04,62
2018-09-20 03:29:09,63
2018-09-20 03:29:14,62
2018-09-20 03:29:29,62
2018-09-20 03:29:39,68
2018-09-20 03:29:44,68
2018-09-20 03:29:49,67
2018-09-20 03:30:04,67
2018-09-20 03:30:19,67
2018-09-20 03:30:29,67
2018-09-20 03:30:36,67
2018-09-20 03:30:41,65
2018-09-20 03:30:56,65
2018-09-20 03:31:01,64
2018-09-20 03:31:16,64
2018-09-20 03:31:26,63
2018-09-20 03:31:31,63
2018-09-20 03:31:46,63
2018-09-20 03:32:01,66
2018-09-20 03:32:06,64
2018-09-20 03:32:11,62
2018-09-20 03:32:16,61
2018-09-20 03:32:21,60
2018-09-20 03:32:26,59
2018-09-20 03:32:36,58
2018-09-20 03:32:41,57
2018-09-20 03:32:46,57
2018-09-20 03:32:56,55
2018-09-20 03:33:06,57
2018-09-20 03:33:11,57
2018-09-20 03:33:26,57
2018-09-20 03:33:31,58
2018-09-20 03:33:36,58
2018-09-20 03:33:41,58
2018-09-20 03:33:46,59
2018-09-20 03:33:51,60
2018-09-20 03:34:01,58
2018-09-20 03:34:08,59
2018-09-20 03:34:13,56
2018-09-20 03:34:23,58
2018-09-20 03:34:28,59
2018-09-20 03:34:33,60
2018-09-20 03:34:43,59
2018-09-20 03:34:58,59
2018-09-20 03:35:03,60
